DataMedicao,Cota(m),VolumeAtual(hm3)
24/8/14,115.27,3904.50
25/8/14,115.26,3903.19
26/8/14,115.24,3900.58
27/8/14,115.22,3897.98
28/8/14,115.21,3896.67
29/8/14,115.20,3895.37
30/8/14,115.18,3892.76
31/8/14,115.16,3890.15
1/9/14,115.15,3888.85
2/9/14,115.14,3887.54
3/9/14,115.12,3884.94
4/9/14,115.10,3882.33
5/9/14,115.08,3879.72
6/9/14,115.08,3879.72
7/9/14,115.06,3877.11
8/9/14,115.06,3877.11
9/9/14,115.06,3877.11
10/9/14,115.04,3874.51
11/9/14,115.04,3874.51
12/9/14,115.04,3874.51
13/9/14,115.02,3871.90
14/9/14,115.01,3870.59
15/9/14,115.00,3869.29
16/9/14,114.99,3867.99
17/9/14,114.97,3865.38
18/9/14,114.97,3865.38
19/9/14,114.96,3864.07
20/9/14,114.96,3864.07
21/9/14,114.95,3862.77
22/9/14,114.94,3861.47
23/9/14,114.93,3860.16
24/9/14,114.93,3860.16
25/9/14,114.92,3858.86
26/9/14,114.91,3857.55
27/9/14,114.91,3857.55
28/9/14,114.90,3856.25
29/9/14,114.89,3854.95
30/9/14,114.88,3853.64
1/10/14,114.87,3852.34
2/10/14,114.86,3851.04
3/10/14,114.85,3849.73
4/10/14,114.85,3849.73
5/10/14,114.84,3848.43
6/10/14,114.83,3847.12
7/10/14,114.81,3844.52
8/10/14,114.80,3843.21
9/10/14,114.78,3840.60
10/10/14,114.77,3839.30
11/10/14,114.77,3839.30
12/10/14,114.75,3836.69
13/10/14,114.73,3834.08
14/10/14,114.71,3831.48
15/10/14,114.69,3828.87
16/10/14,114.66,3824.96
17/10/14,114.62,3819.74
18/10/14,114.58,3814.53
19/10/14,114.55,3810.61
20/10/14,114.51,3805.40
21/10/14,114.50,3804.10
22/10/14,114.48,3801.49
23/10/14,114.47,3800.18
24/10/14,114.46,3798.88
25/10/14,114.46,3798.88
26/10/14,114.44,3796.27
27/10/14,114.41,3792.36
28/10/14,114.40,3791.06
29/10/14,114.36,3785.84
30/10/14,114.31,3779.32
31/10/14,114.30,3778.02
1/11/14,114.28,3775.41
2/11/14,114.27,3774.11
3/11/14,114.26,3772.80
4/11/14,114.25,3771.50
5/11/14,114.24,3770.19
6/11/14,114.23,3768.89
7/11/14,114.22,3767.59
8/11/14,114.20,3764.98
9/11/14,114.18,3762.37
10/11/14,114.17,3761.07
11/11/14,114.16,3759.76
12/11/14,114.12,3754.55
13/11/14,114.10,3751.94
14/11/14,114.08,3749.33
15/11/14,114.08,3749.33
16/11/14,114.08,3749.33
17/11/14,114.05,3745.42
18/11/14,114.03,3742.81
19/11/14,114.01,3740.20
20/11/14,114.01,3740.20
21/11/14,114.01,3740.20
22/11/14,114.00,3738.90
23/11/14,114.13,3755.85
24/11/14,114.29,3776.71
25/11/14,114.39,3789.75
26/11/14,114.45,3797.58
27/11/14,114.51,3805.40
28/11/14,114.50,3804.10
29/11/14,114.46,3798.88
30/11/14,114.43,3794.97
1/12/14,114.38,3788.45
2/12/14,114.35,3784.54
3/12/14,114.28,3775.41
4/12/14,114.22,3767.59
5/12/14,114.18,3762.37
6/12/14,114.15,3758.46
7/12/14,114.12,3754.55
8/12/14,114.05,3745.42
9/12/14,114.01,3740.20
10/12/14,113.93,3729.77
11/12/14,113.88,3723.25
12/12/14,113.87,3721.95
13/12/14,113.85,3719.34
14/12/14,113.86,3720.65
15/12/14,113.88,3723.25
16/12/14,113.88,3723.25
17/12/14,113.98,3736.29
18/12/14,114.31,3779.32
19/12/14,114.35,3784.54
20/12/14,114.48,3801.49
21/12/14,114.53,3808.01
22/12/14,114.46,3798.88
23/12/14,114.45,3797.58
24/12/14,114.53,3808.01
25/12/14,114.50,3804.10
26/12/14,114.53,3808.01
27/12/14,114.46,3798.88
28/12/14,114.46,3798.88
29/12/14,114.45,3797.58
30/12/14,114.43,3794.97
31/12/14,114.38,3788.45
1/1/15,114.35,3784.54
2/1/15,114.30,3778.02
3/1/15,114.24,3770.19
4/1/15,114.20,3764.98
5/1/15,114.15,3758.46
6/1/15,114.10,3751.94
7/1/15,114.02,3741.51
8/1/15,113.98,3736.29
9/1/15,113.90,3725.86
10/1/15,113.86,3720.65
11/1/15,113.82,3715.43
12/1/15,113.80,3712.82
13/1/15,113.76,3707.61
14/1/15,113.73,3703.69
15/1/15,113.71,3701.09
16/1/15,113.70,3699.78
17/1/15,113.67,3695.87
18/1/15,113.66,3694.57
19/1/15,113.66,3694.57
20/1/15,113.66,3694.57
21/1/15,113.64,3691.96
22/1/15,113.61,3688.05
23/1/15,113.59,3685.44
24/1/15,113.60,3686.74
25/1/15,113.60,3686.74
26/1/15,113.58,3684.14
27/1/15,113.56,3681.53
28/1/15,113.55,3680.22
29/1/15,113.53,3677.62
30/1/15,113.50,3673.71
31/1/15,113.49,3672.40
1/2/15,113.49,3672.40
2/2/15,113.47,3669.79
3/2/15,113.47,3669.79
4/2/15,113.45,3667.19
5/2/15,113.45,3667.19
6/2/15,113.45,3667.19
7/2/15,113.45,3667.19
8/2/15,113.55,3680.22
9/2/15,113.57,3682.83
10/2/15,113.58,3684.14
11/2/15,113.58,3684.14
12/2/15,113.58,3684.14
13/2/15,113.59,3685.44
14/2/15,113.63,3690.66
15/2/15,113.70,3699.78
16/2/15,113.75,3706.30
17/2/15,113.76,3707.61
18/2/15,113.79,3711.52
19/2/15,113.84,3718.04
20/2/15,113.85,3719.34
21/2/15,113.87,3721.95
22/2/15,113.90,3725.86
23/2/15,113.91,3727.16
24/2/15,113.91,3727.16
25/2/15,113.94,3731.08
26/2/15,113.95,3732.38
27/2/15,113.93,3729.77
28/2/15,113.94,3731.08
1/3/15,113.97,3734.99
2/3/15,114.00,3738.90
3/3/15,114.01,3740.20
4/3/15,114.01,3740.20
5/3/15,114.02,3741.51
6/3/15,114.01,3740.20
7/3/15,113.99,3737.60
8/3/15,113.99,3737.60
9/3/15,113.98,3736.29
10/3/15,113.93,3729.77
11/3/15,113.86,3720.65
12/3/15,113.82,3715.43
13/3/15,113.78,3710.21
14/3/15,113.76,3707.61
15/3/15,113.76,3707.61
16/3/15,113.73,3703.69
17/3/15,113.71,3701.09
18/3/15,113.71,3701.09
19/3/15,113.71,3701.09
20/3/15,113.72,3702.39
21/3/15,113.72,3702.39
22/3/15,113.71,3701.09
23/3/15,113.71,3701.09
24/3/15,113.70,3699.78
25/3/15,113.69,3698.48
26/3/15,113.69,3698.48
27/3/15,113.69,3698.48
28/3/15,113.68,3697.18
29/3/15,113.75,3706.30
30/3/15,113.80,3712.82
31/3/15,113.84,3718.04
1/4/15,113.92,3728.47
2/4/15,113.95,3732.38
3/4/15,113.97,3734.99
4/4/15,113.98,3736.29
5/4/15,114.02,3741.51
6/4/15,114.04,3744.12
7/4/15,114.13,3755.85
8/4/15,114.50,3804.10
9/4/15,114.56,3811.92
10/4/15,114.76,3838.00
11/4/15,114.84,3848.43
12/4/15,114.84,3848.43
13/4/15,114.84,3848.43
14/4/15,114.84,3848.43
15/4/15,114.86,3851.04
16/4/15,114.87,3852.34
17/4/15,114.89,3854.95
18/4/15,114.90,3856.25
19/4/15,114.92,3858.86
20/4/15,114.94,3861.47
21/4/15,114.94,3861.47
22/4/15,114.94,3861.47
23/4/15,114.92,3858.86
24/4/15,114.89,3854.95
25/4/15,114.88,3853.64
26/4/15,114.89,3854.95
27/4/15,114.92,3858.86
28/4/15,115.00,3869.29
29/4/15,115.07,3878.42
30/4/15,115.10,3882.33
1/5/15,115.11,3883.63
2/5/15,115.11,3883.63
3/5/15,115.20,3895.37
4/5/15,115.28,3905.80
5/5/15,115.39,3920.14
6/5/15,115.53,3938.40
7/5/15,115.72,3963.17
8/5/15,115.93,3990.55
9/5/15,116.06,4007.50
10/5/15,116.14,4017.93
11/5/15,116.24,4030.97
12/5/15,116.30,4038.80
13/5/15,116.34,4044.01
14/5/15,116.34,4044.01
15/5/15,116.38,4049.23
16/5/15,116.43,4055.75
17/5/15,116.46,4059.66
18/5/15,116.55,4071.39
19/5/15,116.60,4077.91
20/5/15,116.61,4079.22
21/5/15,116.63,4081.83
22/5/15,116.67,4087.04
23/5/15,116.67,4087.04
24/5/15,116.68,4088.35
25/5/15,116.68,4088.35
26/5/15,116.69,4089.65
27/5/15,116.71,4092.26
28/5/15,116.72,4093.56
29/5/15,116.73,4094.86
30/5/15,116.76,4098.78
31/5/15,116.78,4101.38
1/6/15,116.79,4102.69
2/6/15,116.79,4102.69
3/6/15,116.81,4105.30
4/6/15,116.85,4110.51
5/6/15,116.88,4114.42
6/6/15,116.89,4115.73
7/6/15,116.90,4117.03
8/6/15,116.95,4123.55
9/6/15,116.96,4124.85
10/6/15,116.96,4124.85
11/6/15,116.99,4128.77
12/6/15,117.00,4130.07
13/6/15,117.00,4130.07
14/6/15,117.02,4132.68
15/6/15,117.04,4135.29
16/6/15,117.06,4137.89
17/6/15,117.06,4137.89
18/6/15,117.08,4140.50
19/6/15,117.08,4140.50
20/6/15,117.11,4144.41
21/6/15,117.11,4144.41
22/6/15,117.13,4147.02
23/6/15,117.15,4149.63
24/6/15,117.16,4150.93
25/6/15,117.20,4156.15
26/6/15,117.21,4157.45
27/6/15,117.21,4157.45
28/6/15,117.21,4157.45
29/6/15,117.21,4157.45
30/6/15,117.21,4157.45
1/7/15,117.23,4160.06
2/7/15,117.23,4160.06
3/7/15,117.23,4160.06
4/7/15,117.24,4161.36
5/7/15,117.25,4162.67
6/7/15,117.25,4162.67
7/7/15,117.28,4166.58
8/7/15,117.30,4169.19
9/7/15,117.33,4173.10
10/7/15,117.35,4175.71
11/7/15,117.37,4178.31
12/7/15,117.37,4178.31
13/7/15,117.37,4178.31
14/7/15,117.37,4178.31
15/7/15,117.35,4175.71
16/7/15,117.34,4174.40
17/7/15,117.30,4169.19
18/7/15,117.30,4169.19
19/7/15,117.29,4167.88
20/7/15,117.29,4167.88
21/7/15,117.27,4165.28
22/7/15,117.27,4165.28
23/7/15,117.29,4167.88
24/7/15,117.32,4171.79
25/7/15,117.34,4174.40
26/7/15,117.35,4175.71
27/7/15,117.36,4177.01
28/7/15,117.36,4177.01
29/7/15,117.35,4175.71
30/7/15,117.34,4174.40
31/7/15,117.32,4171.79
1/8/15,117.30,4169.19
2/8/15,117.29,4167.88
3/8/15,117.28,4166.58
4/8/15,117.25,4162.67
5/8/15,117.19,4154.84
6/8/15,117.17,4152.24
7/8/15,117.13,4147.02
8/8/15,117.11,4144.41
9/8/15,117.08,4140.50
10/8/15,117.02,4132.68
11/8/15,116.97,4126.16
12/8/15,116.89,4115.73
13/8/15,116.87,4113.12
14/8/15,116.85,4110.51
15/8/15,116.78,4101.38
16/8/15,116.75,4097.47
17/8/15,116.72,4093.56
18/8/15,116.68,4088.35
19/8/15,116.61,4079.22
20/8/15,116.54,4070.09
21/8/15,116.48,4062.27
22/8/15,116.45,4058.36
23/8/15,116.44,4057.05
24/8/15,116.46,4059.66
25/8/15,116.45,4058.36
26/8/15,116.44,4057.05
27/8/15,116.39,4050.53
28/8/15,116.34,4044.01
29/8/15,116.33,4042.71
30/8/15,116.29,4037.49
31/8/15,116.26,4033.58
1/9/15,116.21,4027.06
2/9/15,116.17,4021.85
3/9/15,116.10,4012.72
4/9/15,116.05,4006.20
5/9/15,115.96,3994.46
6/9/15,115.90,3986.64
7/9/15,115.88,3984.03
8/9/15,115.79,3972.30
9/9/15,115.74,3965.78
10/9/15,115.65,3954.04
11/9/15,115.59,3946.22
12/9/15,115.51,3935.79
13/9/15,115.48,3931.88
14/9/15,115.45,3927.97
15/9/15,115.33,3912.32
16/9/15,115.27,3904.50
17/9/15,115.20,3895.37
18/9/15,115.14,3887.54
19/9/15,115.08,3879.72
20/9/15,115.03,3873.20
21/9/15,114.98,3866.68
22/9/15,114.90,3856.25
23/9/15,114.82,3845.82
24/9/15,114.76,3838.00
25/9/15,114.75,3836.69
26/9/15,114.75,3836.69
27/9/15,114.70,3830.17
28/9/15,114.63,3821.05
29/9/15,114.51,3805.40
30/9/15,114.47,3800.18
1/10/15,114.40,3791.06
2/10/15,114.32,3780.62
3/10/15,114.27,3774.11
4/10/15,114.19,3763.67
5/10/15,114.10,3751.94
6/10/15,114.05,3745.42
7/10/15,113.96,3733.68
8/10/15,113.87,3721.95
9/10/15,113.79,3711.52
10/10/15,113.70,3699.78
11/10/15,113.67,3695.87
12/10/15,113.65,3693.26
13/10/15,113.55,3680.22
14/10/15,113.47,3669.79
15/10/15,113.45,3667.19
16/10/15,113.38,3658.06
17/10/15,113.35,3654.15
18/10/15,113.32,3650.23
19/10/15,113.24,3639.80
20/10/15,113.16,3629.37
21/10/15,113.12,3624.16
22/10/15,113.02,3611.12
23/10/15,113.01,3609.81
24/10/15,113.00,3608.51
25/10/15,113.00,3608.51
26/10/15,112.98,3605.90
27/10/15,112.96,3603.29
28/10/15,112.95,3601.99
29/10/15,112.94,3600.69
30/10/15,112.93,3599.38
31/10/15,112.91,3596.77
1/11/15,112.90,3595.47
2/11/15,112.89,3594.17
3/11/15,112.88,3592.86
4/11/15,112.87,3591.56
5/11/15,112.86,3590.26
6/11/15,112.84,3587.65
7/11/15,112.82,3585.04
8/11/15,112.79,3581.13
9/11/15,112.78,3579.82
10/11/15,112.77,3578.52
11/11/15,112.76,3577.22
12/11/15,112.75,3575.91
13/11/15,112.73,3573.30
14/11/15,112.72,3572.00
15/11/15,112.71,3570.70
16/11/15,112.70,3569.39
17/11/15,112.69,3568.09
18/11/15,112.68,3566.79
19/11/15,112.67,3565.48
20/11/15,112.66,3564.18
21/11/15,112.64,3561.57
22/11/15,112.63,3560.27
23/11/15,112.62,3558.96
24/11/15,112.61,3557.66
25/11/15,112.60,3556.35
26/11/15,112.59,3555.05
27/11/15,112.58,3553.75
28/11/15,112.57,3552.44
29/11/15,112.55,3549.83
30/11/15,112.53,3547.23
1/12/15,112.50,3543.32
2/12/15,112.48,3540.71
3/12/15,112.47,3539.40
4/12/15,112.47,3539.40
5/12/15,112.47,3539.40
6/12/15,112.46,3538.10
7/12/15,112.45,3536.80
8/12/15,112.41,3531.58
9/12/15,112.40,3530.28
10/12/15,112.39,3528.97
11/12/15,112.38,3527.67
12/12/15,112.37,3526.36
13/12/15,112.36,3525.06
14/12/15,112.35,3523.76
15/12/15,112.33,3521.15
16/12/15,112.31,3518.54
17/12/15,112.29,3515.93
18/12/15,112.27,3513.33
19/12/15,112.26,3512.02
20/12/15,112.25,3510.72
21/12/15,112.24,3509.41
22/12/15,112.22,3506.81
23/12/15,112.21,3505.50
24/12/15,112.20,3504.20
25/12/15,112.18,3501.59
26/12/15,112.16,3498.98
27/12/15,112.14,3496.37
28/12/15,112.12,3493.77
29/12/15,112.11,3492.46
30/12/15,112.09,3489.86
31/12/15,112.07,3487.25
1/1/16,112.05,3484.64
2/1/16,112.03,3482.03
3/1/16,112.02,3480.73
4/1/16,112.03,3482.03
5/1/16,112.04,3483.34
6/1/16,112.23,3508.11
7/1/16,112.77,3578.52
8/1/16,113.07,3617.64
9/1/16,113.20,3634.59
10/1/16,113.21,3635.89
11/1/16,113.18,3631.98
12/1/16,113.23,3638.50
13/1/16,113.23,3638.50
14/1/16,113.21,3635.89
15/1/16,113.25,3641.11
16/1/16,113.28,3645.02
17/1/16,113.32,3650.23
18/1/16,113.38,3658.06
19/1/16,113.37,3656.75
20/1/16,113.38,3658.06
21/1/16,113.48,3671.10
22/1/16,114.32,3780.62
23/1/16,115.15,3888.85
24/1/16,115.15,3888.85
25/1/16,115.25,3901.89
26/1/16,115.41,3922.75
27/1/16,115.33,3912.32
28/1/16,115.25,3901.89
29/1/16,115.11,3883.63
30/1/16,114.86,3851.04
31/1/16,114.55,3810.61
1/2/16,114.53,3808.01
2/2/16,114.58,3814.53
3/2/16,114.60,3817.13
4/2/16,114.54,3809.31
5/2/16,114.48,3801.49
6/2/16,114.54,3809.31
7/2/16,114.52,3806.70
8/2/16,114.50,3804.10
9/2/16,114.50,3804.10
10/2/16,114.48,3801.49
11/2/16,114.46,3798.88
12/2/16,114.43,3794.97
13/2/16,114.42,3793.66
14/2/16,114.40,3791.06
15/2/16,114.41,3792.36
16/2/16,114.43,3794.97
17/2/16,114.40,3791.06
18/2/16,114.38,3788.45
19/2/16,114.41,3792.36
20/2/16,114.43,3794.97
21/2/16,114.41,3792.36
22/2/16,114.39,3789.75
23/2/16,114.37,3787.14
24/2/16,114.35,3784.54
25/2/16,114.33,3781.93
26/2/16,114.28,3775.41
27/2/16,114.27,3774.11
28/2/16,114.24,3770.19
29/2/16,114.21,3766.28
1/3/16,114.18,3762.37
2/3/16,114.15,3758.46
3/3/16,114.12,3754.55
4/3/16,114.08,3749.33
5/3/16,114.04,3744.12
6/3/16,114.03,3742.81
7/3/16,113.98,3736.29
8/3/16,113.95,3732.38
9/3/16,113.90,3725.86
10/3/16,113.88,3723.25
11/3/16,113.83,3716.73
12/3/16,113.80,3712.82
13/3/16,113.77,3708.91
14/3/16,113.75,3706.30
15/3/16,113.72,3702.39
16/3/16,113.66,3694.57
17/3/16,113.67,3695.87
18/3/16,113.66,3694.57
19/3/16,113.65,3693.26
20/3/16,113.63,3690.66
21/3/16,113.59,3685.44
22/3/16,113.55,3680.22
23/3/16,113.53,3677.62
24/3/16,113.47,3669.79
25/3/16,113.45,3667.19
26/3/16,113.44,3665.88
27/3/16,113.43,3664.58
28/3/16,113.42,3663.27
29/3/16,113.44,3665.88
30/3/16,113.43,3664.58
31/3/16,113.39,3659.36
1/4/16,113.39,3659.36
2/4/16,113.37,3656.75
3/4/16,113.36,3655.45
4/4/16,113.35,3654.15
5/4/16,113.34,3652.84
6/4/16,113.33,3651.54
7/4/16,113.31,3648.93
8/4/16,113.29,3646.32
9/4/16,113.27,3643.72
10/4/16,113.25,3641.11
11/4/16,113.23,3638.50
12/4/16,113.22,3637.20
13/4/16,113.23,3638.50
14/4/16,113.22,3637.20
15/4/16,113.20,3634.59
16/4/16,113.19,3633.28
17/4/16,113.18,3631.98
18/4/16,113.17,3630.68
19/4/16,113.16,3629.37
20/4/16,113.15,3628.07
21/4/16,113.14,3626.76
22/4/16,113.13,3625.46
23/4/16,113.12,3624.16
24/4/16,113.11,3622.85
25/4/16,113.10,3621.55
26/4/16,113.09,3620.25
27/4/16,113.08,3618.94
28/4/16,113.06,3616.33
29/4/16,113.04,3613.73
30/4/16,113.03,3612.42
1/5/16,113.02,3611.12
2/5/16,113.00,3608.51
3/5/16,112.99,3607.21
4/5/16,112.98,3605.90
5/5/16,112.97,3604.60
6/5/16,112.97,3604.60
7/5/16,112.97,3604.60
8/5/16,112.99,3607.21
9/5/16,112.99,3607.21
10/5/16,112.97,3604.60
11/5/16,112.96,3603.29
12/5/16,112.95,3601.99
13/5/16,112.94,3600.69
14/5/16,112.93,3599.38
15/5/16,112.92,3598.08
16/5/16,112.94,3600.69
17/5/16,112.94,3600.69
18/5/16,112.91,3596.77
19/5/16,112.90,3595.47
20/5/16,112.89,3594.17
21/5/16,112.87,3591.56
22/5/16,112.87,3591.56
23/5/16,112.86,3590.26
24/5/16,112.85,3588.95
25/5/16,112.85,3588.95
26/5/16,112.85,3588.95
27/5/16,112.84,3587.65
28/5/16,112.84,3587.65
29/5/16,112.84,3587.65
30/4/15,115.10,3882.33
1/5/15,115.11,3883.63
2/5/15,115.11,3883.63
3/5/15,115.20,3895.37
4/5/15,115.28,3905.80
5/5/15,115.39,3920.14
6/5/15,115.53,3938.40
7/5/15,115.72,3963.17
8/5/15,115.93,3990.55
9/5/15,116.06,4007.50
10/5/15,116.14,4017.93
11/5/15,116.24,4030.97
12/5/15,116.30,4038.80
13/5/15,116.34,4044.01
14/5/15,116.34,4044.01
15/5/15,116.38,4049.23
16/5/15,116.43,4055.75
17/5/15,116.46,4059.66
18/5/15,116.55,4071.39
19/5/15,116.60,4077.91
20/5/15,116.61,4079.22
21/5/15,116.63,4081.83
22/5/15,116.67,4087.04
23/5/15,116.67,4087.04
24/5/15,116.68,4088.35
25/5/15,116.68,4088.35
26/5/15,116.69,4089.65
27/5/15,116.71,4092.26
28/5/15,116.72,4093.56
29/5/15,116.73,4094.86
30/5/15,116.76,4098.78
31/5/15,116.78,4101.38
1/6/15,116.79,4102.69
2/6/15,116.79,4102.69
3/6/15,116.81,4105.30
4/6/15,116.85,4110.51
5/6/15,116.88,4114.42
6/6/15,116.89,4115.73
7/6/15,116.90,4117.03
8/6/15,116.95,4123.55
9/6/15,116.96,4124.85
10/6/15,116.96,4124.85
11/6/15,116.99,4128.77
12/6/15,117.00,4130.07
13/6/15,117.00,4130.07
14/6/15,117.02,4132.68
15/6/15,117.04,4135.29
16/6/15,117.06,4137.89
17/6/15,117.06,4137.89
18/6/15,117.08,4140.50
19/6/15,117.08,4140.50
20/6/15,117.11,4144.41
21/6/15,117.11,4144.41
22/6/15,117.13,4147.02
23/6/15,117.15,4149.63
24/6/15,117.16,4150.93
25/6/15,117.20,4156.15
26/6/15,117.21,4157.45
27/6/15,117.21,4157.45
28/6/15,117.21,4157.45
29/6/15,117.21,4157.45
30/6/15,117.21,4157.45
1/7/15,117.23,4160.06
2/7/15,117.23,4160.06
3/7/15,117.23,4160.06
4/7/15,117.24,4161.36
5/7/15,117.25,4162.67
6/7/15,117.25,4162.67
7/7/15,117.28,4166.58
8/7/15,117.30,4169.19
9/7/15,117.33,4173.10
10/7/15,117.35,4175.71
11/7/15,117.37,4178.31
12/7/15,117.37,4178.31
13/7/15,117.37,4178.31
14/7/15,117.37,4178.31
15/7/15,117.35,4175.71
16/7/15,117.34,4174.40
17/7/15,117.30,4169.19
18/7/15,117.30,4169.19
19/7/15,117.29,4167.88
20/7/15,117.29,4167.88
21/7/15,117.27,4165.28
22/7/15,117.27,4165.28
23/7/15,117.29,4167.88
24/7/15,117.32,4171.79
25/7/15,117.34,4174.40
26/7/15,117.35,4175.71
27/7/15,117.36,4177.01
28/7/15,117.36,4177.01
29/7/15,117.35,4175.71
30/7/15,117.34,4174.40
31/7/15,117.32,4171.79
1/8/15,117.30,4169.19
2/8/15,117.29,4167.88
3/8/15,117.28,4166.58
4/8/15,117.25,4162.67
5/8/15,117.19,4154.84
6/8/15,117.17,4152.24
7/8/15,117.13,4147.02
8/8/15,117.11,4144.41
9/8/15,117.08,4140.50
10/8/15,117.02,4132.68
11/8/15,116.97,4126.16
12/8/15,116.89,4115.73
13/8/15,116.87,4113.12
14/8/15,116.85,4110.51
15/8/15,116.78,4101.38
16/8/15,116.75,4097.47
17/8/15,116.72,4093.56
18/8/15,116.68,4088.35
19/8/15,116.61,4079.22
20/8/15,116.54,4070.09
21/8/15,116.48,4062.27
22/8/15,116.45,4058.36
23/8/15,116.44,4057.05
24/8/15,116.46,4059.66
25/8/15,116.45,4058.36
26/8/15,116.44,4057.05
27/8/15,116.39,4050.53
28/8/15,116.34,4044.01
29/8/15,116.33,4042.71
30/8/15,116.29,4037.49
31/8/15,116.26,4033.58
1/9/15,116.21,4027.06
2/9/15,116.17,4021.85
3/9/15,116.10,4012.72
4/9/15,116.05,4006.20
5/9/15,115.96,3994.46
6/9/15,115.90,3986.64
7/9/15,115.88,3984.03
8/9/15,115.79,3972.30
9/9/15,115.74,3965.78
10/9/15,115.65,3954.04
11/9/15,115.59,3946.22
12/9/15,115.51,3935.79
13/9/15,115.48,3931.88
14/9/15,115.45,3927.97
15/9/15,115.33,3912.32
16/9/15,115.27,3904.50
17/9/15,115.20,3895.37
18/9/15,115.14,3887.54
19/9/15,115.08,3879.72
20/9/15,115.03,3873.20
21/9/15,114.98,3866.68
22/9/15,114.90,3856.25
23/9/15,114.82,3845.82
24/9/15,114.76,3838.00
25/9/15,114.75,3836.69
26/9/15,114.75,3836.69
27/9/15,114.70,3830.17
28/9/15,114.63,3821.05
29/9/15,114.51,3805.40
30/9/15,114.47,3800.18
1/10/15,114.40,3791.06
2/10/15,114.32,3780.62
3/10/15,114.27,3774.11
4/10/15,114.19,3763.67
5/10/15,114.10,3751.94
6/10/15,114.05,3745.42
7/10/15,113.96,3733.68
8/10/15,113.87,3721.95
9/10/15,113.79,3711.52
10/10/15,113.70,3699.78
11/10/15,113.67,3695.87
12/10/15,113.65,3693.26
13/10/15,113.55,3680.22
14/10/15,113.47,3669.79
15/10/15,113.45,3667.19
16/10/15,113.38,3658.06
17/10/15,113.35,3654.15
18/10/15,113.32,3650.23
19/10/15,113.24,3639.80
20/10/15,113.16,3629.37
21/10/15,113.12,3624.16
22/10/15,113.02,3611.12
23/10/15,113.01,3609.81
24/10/15,113.00,3608.51
25/10/15,113.00,3608.51
26/10/15,112.98,3605.90
27/10/15,112.96,3603.29
28/10/15,112.95,3601.99
29/10/15,112.94,3600.69
30/10/15,112.93,3599.38
31/10/15,112.91,3596.77
1/11/15,112.90,3595.47
2/11/15,112.89,3594.17
3/11/15,112.88,3592.86
4/11/15,112.87,3591.56
5/11/15,112.86,3590.26
6/11/15,112.84,3587.65
7/11/15,112.82,3585.04
8/11/15,112.79,3581.13
9/11/15,112.78,3579.82
10/11/15,112.77,3578.52
11/11/15,112.76,3577.22
12/11/15,112.75,3575.91
13/11/15,112.73,3573.30
14/11/15,112.72,3572.00
15/11/15,112.71,3570.70
16/11/15,112.70,3569.39
17/11/15,112.69,3568.09
18/11/15,112.68,3566.79
19/11/15,112.67,3565.48
20/11/15,112.66,3564.18
21/11/15,112.64,3561.57
22/11/15,112.63,3560.27
23/11/15,112.62,3558.96
24/11/15,112.61,3557.66
25/11/15,112.60,3556.35
26/11/15,112.59,3555.05
27/11/15,112.58,3553.75
28/11/15,112.57,3552.44
29/11/15,112.55,3549.83
30/11/15,112.53,3547.23
1/12/15,112.50,3543.32
2/12/15,112.48,3540.71
3/12/15,112.47,3539.40
4/12/15,112.47,3539.40
5/12/15,112.47,3539.40
6/12/15,112.46,3538.10
7/12/15,112.45,3536.80
8/12/15,112.41,3531.58
9/12/15,112.40,3530.28
10/12/15,112.39,3528.97
11/12/15,112.38,3527.67
12/12/15,112.37,3526.36
13/12/15,112.36,3525.06
14/12/15,112.35,3523.76
15/12/15,112.33,3521.15
16/12/15,112.31,3518.54
17/12/15,112.29,3515.93
18/12/15,112.27,3513.33
19/12/15,112.26,3512.02
20/12/15,112.25,3510.72
21/12/15,112.24,3509.41
22/12/15,112.22,3506.81
23/12/15,112.21,3505.50
24/12/15,112.20,3504.20
25/12/15,112.18,3501.59
26/12/15,112.16,3498.98
27/12/15,112.14,3496.37
28/12/15,112.12,3493.77
29/12/15,112.11,3492.46
30/12/15,112.09,3489.86
31/12/15,112.07,3487.25
1/1/16,112.05,3484.64
2/1/16,112.03,3482.03
3/1/16,112.02,3480.73
4/1/16,112.03,3482.03
5/1/16,112.04,3483.34
6/1/16,112.23,3508.11
7/1/16,112.77,3578.52
8/1/16,113.07,3617.64
9/1/16,113.20,3634.59
10/1/16,113.21,3635.89
11/1/16,113.18,3631.98
12/1/16,113.23,3638.50
13/1/16,113.23,3638.50
14/1/16,113.21,3635.89
15/1/16,113.25,3641.11
16/1/16,113.28,3645.02
17/1/16,113.32,3650.23
18/1/16,113.38,3658.06
19/1/16,113.37,3656.75
20/1/16,113.38,3658.06
21/1/16,113.48,3671.10
22/1/16,114.32,3780.62
23/1/16,115.15,3888.85
24/1/16,115.15,3888.85
25/1/16,115.25,3901.89
26/1/16,115.41,3922.75
27/1/16,115.33,3912.32
28/1/16,115.25,3901.89
29/1/16,115.11,3883.63
30/1/16,114.86,3851.04
31/1/16,114.55,3810.61
1/2/16,114.53,3808.01
2/2/16,114.58,3814.53
3/2/16,114.60,3817.13
4/2/16,114.54,3809.31
5/2/16,114.48,3801.49
6/2/16,114.54,3809.31
7/2/16,114.52,3806.70
8/2/16,114.50,3804.10
9/2/16,114.50,3804.10
